           1         1.2         1.2           0
           2         1.2         1.2           0
           3         1.2         1.2           0
           4         1.2         1.2           0
           5         1.2         1.2           0
           6         1.2         1.2           0
           7         1.2         1.2           0
           8         1.2         1.2           0
           9         1.2         1.2           0
          10         1.2         1.2   6.664e-09
          11         1.2         1.2 6.35388e-09
          12         1.2         1.2 6.08337e-09
          13         1.2         1.2 4.13284e-09
          14         1.2         1.2  3.9825e-09
          15         1.2         1.2 5.44113e-09
          16         1.2         1.2 5.26836e-09
          17         1.2         1.2 5.11106e-09
          18         1.2         1.2 8.60319e-09
          19         1.2         1.2 8.37373e-09
          20         1.2         1.2  8.1617e-09
